PROP_ID,PROPERTY_TYPE,SOCIETY_NAME,location,BEDROOM_NUM,BALCONY_NUM,AREA,Price_per_sqft,PRICE,AGE,FURNISH,amenity_luxury,FLOOR_NUM,TOTAL_FLOOR
J71214794,flat,Bhawani bandhan,Madhyamgram,2.0,1.0,920,4239.0,0.39,Old Property,Unfurnished,246.0,1,11.0
F70835394,flat,Ganguly 4sight desire,Garia,1.0,1.0,535,5100.0,0.27,Old Property,Unfurnished,246.0,1,7.0
P69854924,flat,Dtc capital city,Rajarhat,4.0,2.0,1940,4742.0,0.92,Old Property,Unfurnished,246.0,1,20.0
E69854912,flat,Dtc capital city,Rajarhat,2.0,1.0,910,4615.0,0.42,Old Property,Unfurnished,246.0,1,20.0
R69167152,flat,Sai sarovaar,New Town,3.0,1.0,1163,4700.0,0.55,Old Property,Unfurnished,246.0,1,4.0
P69167148,flat,Sai sarovaar,New Town,2.0,1.0,901,4700.0,0.42,Old Property,Unfurnished,246.0,1,4.0
G70022436,flat,Merlin serenia,Bt Road,2.0,1.0,732,8759.0,0.64,Old Property,Unfurnished,246.0,1,25.0
U69286152,flat,Sunday on the house,New Town,3.0,1.0,1460,5200.0,0.76,Old Property,Unfurnished,246.0,1,5.0
R69286148,flat,Sunday on the house,New Town,2.0,1.0,1050,5200.0,0.55,Old Property,Unfurnished,246.0,1,5.0
M69710576,flat,Spotlight countryside,Rajpur,3.0,1.0,1084,3500.0,0.38,Old Property,Unfurnished,246.0,1,11.0
Z69710572,flat,Spotlight countryside,Rajpur,2.0,1.0,838,3520.0,0.3,Old Property,Unfurnished,246.0,1,11.0
I70905992,flat,Sgil gardenia,Narendrapur,2.0,1.0,819,4000.0,0.33,Old Property,Unfurnished,246.0,1,7.0
G69936996,flat,Merlin skygaze,Em Bypass,2.0,1.0,688,6831.0,0.47,Old Property,Unfurnished,246.0,1,20.0
O69936982,flat,Merlin oikyo,Baruipur,3.0,1.0,830,4632.0,0.38,Old Property,Unfurnished,246.0,1,4.0
I69920536,flat,Merlin rise,Rajarhat,3.0,1.0,812,6527.0,0.53,Old Property,Unfurnished,246.0,1,22.0
D68665168,flat,Atri aqua,Narendrapur,3.0,1.0,1162,3997.0,0.46,Old Property,Unfurnished,246.0,1,11.0
F71230356,flat,Natural city madhyamgram,Madhyamgram,2.0,1.0,933,4072.0,0.38,Old Property,Unfurnished,246.0,1,8.0
Q71294076,flat,Bhawani tridev garden 2,Kestopur,3.0,1.0,1359,5100.0,0.69,Old Property,Unfurnished,246.0,1,4.0
W71294074,flat,Bhawani tridev garden 2,Kestopur,2.0,1.0,974,5099.0,0.5,Old Property,Unfurnished,246.0,1,4.0
A68913472,flat,Signature the landmark,Dum Dum Park,2.0,1.0,812,5500.0,0.45,Old Property,Unfurnished,246.0,1,7.0
D69956648,flat,Tilottama natural city,Madhyamgram,3.0,1.0,1185,3200.0,0.38,Old Property,Unfurnished,246.0,1,4.0
I69956644,flat,Tilottama natural city,Madhyamgram,2.0,1.0,778,3200.0,0.25,Old Property,Unfurnished,246.0,1,4.0
S70113980,flat,Natural quest,Em Bypass,4.0,2.0,1386,10500.0,1.46,Old Property,Unfurnished,246.0,1,11.0
S70608294,flat,Spotlight rainbow,Madhyamgram,3.0,1.0,1079,3250.0,0.35,Old Property,Unfurnished,246.0,1,4.0
R70608292,flat,Spotlight rainbow,Madhyamgram,2.0,1.0,836,3250.0,0.27,Old Property,Unfurnished,246.0,1,4.0
W70152244,flat,Plezers habitat,Belgharia,3.0,1.0,1173,3500.0,0.41,Old Property,Unfurnished,246.0,1,4.0
O70152242,flat,Plezers habitat,Belgharia,2.0,1.0,510,4035.0,0.21,Old Property,Unfurnished,246.0,1,4.0
B70806032,flat,Ps jiva,Chingrighata,4.0,2.0,1490,14765.0,2.2,Old Property,Unfurnished,246.0,1,12.0
M69937024,flat,Merlin lakescape,New Town,3.0,1.0,953,9496.0,0.9,Old Property,Unfurnished,246.0,1,12.0
Z69937020,flat,Merlin lakescape,New Town,1.0,1.0,490,7551.0,0.37,Old Property,Unfurnished,246.0,1,12.0
H69920102,flat,Merlin avana,Tollygunge,4.0,2.0,1431,9783.0,1.4,Old Property,Unfurnished,246.0,1,20.0
S69920094,flat,Merlin avana,Tollygunge,2.0,1.0,627,9330.0,0.58,Old Property,Unfurnished,246.0,1,20.0
Q71020144,flat,Prabha aikyam,New Town,2.0,1.0,640,5651.0,0.36,Old Property,Unfurnished,246.0,1,11.0
U71226956,flat,Sapnil residencydd,Bt Road,1.0,1.0,558,4800.0,0.27,Old Property,Unfurnished,246.0,1,5.0
J71205810,flat,Larica garden residence,Barasat,3.0,1.0,965,2600.0,0.25,Old Property,Unfurnished,246.0,1,5.0
Y71205808,flat,Larica garden residence,Barasat,2.0,1.0,646,2600.0,0.17,Old Property,Unfurnished,246.0,1,5.0
K71205806,flat,Larica garden residence,Barasat,1.0,1.0,390,2700.0,0.11,Old Property,Unfurnished,246.0,1,5.0
Q70280684,flat,Magnolia empire,Madhyamgram,1.0,1.0,717,4100.0,0.29,Old Property,Unfurnished,246.0,1,12.0
M68901172,flat,Value charulata,New Town,3.0,1.0,1268,5000.0,0.63,Old Property,Unfurnished,246.0,1,4.0
J68901168,flat,Value charulata,New Town,2.0,1.0,948,5000.0,0.47,Old Property,Unfurnished,246.0,1,4.0
D68585794,flat,Value meghbalika,Salt Lake,3.0,1.0,1035,4800.0,0.5,Old Property,Unfurnished,246.0,1,4.0
J70546322,flat,Shriram grand city,Uttarpara,3.0,1.0,840,4193.0,0.35,Old Property,Unfurnished,246.0,1,14.0
Y70546320,flat,Shriram grand city,Uttarpara,2.0,1.0,630,3905.0,0.25,Old Property,Unfurnished,246.0,1,14.0
M70665048,flat,Solaris joka,Joka,1.0,1.0,400,4000.0,0.16,Old Property,Unfurnished,246.0,1,12.0
Q70663812,flat,Solaris city serampore,Serampore,1.0,1.0,400,3625.0,0.14,Old Property,Unfurnished,246.0,1,12.0
M70132050,flat,Simoco sanhita housing complex,Bhangar,3.0,1.0,916,3571.0,0.25,Old Property,Fully furnished,444.0,2,7.0
B68491262,flat,Aditya sky park residency,Nager Bazar,2.0,1.0,815,5100.0,0.42,Old Property,Unfurnished,246.0,1,5.0
V71314940,flat,Natural aqua waves,New Town,3.0,1.0,1306,6099.0,0.8,Old Property,Unfurnished,246.0,1,15.0
R71314938,flat,Natural aqua waves,New Town,2.0,1.0,962,6093.0,0.59,Old Property,Unfurnished,246.0,1,15.0
Z71197888,flat,Sureka sunrise aura,Narendrapur,2.0,1.0,677,5849.0,0.4,Old Property,Unfurnished,246.0,1,20.0
H71064256,flat,Vaanya,New Town,5.0,2.0,3186,13402.0,4.27,Old Property,Unfurnished,246.0,1,35.0
P71306778,flat,Srijan star swapno puron,Amtala,3.0,1.0,943,3616.0,0.34,Old Property,Unfurnished,246.0,1,3.0
L64694692,flat,Team taurus kabya,Rajarhat,3.0,2.0,1287,3729.0,0.5,Old Property,Fully furnished,82.0,2,4.0
Q71240548,flat,Varada moana,Garia,3.0,1.0,1208,6415.0,0.78,Old Property,Unfurnished,246.0,1,20.0
Z71238482,flat,Merlin lakescape,New Town,3.0,1.0,953,9496.0,0.9,Old Property,Unfurnished,246.0,1,12.0
F70896724,flat,Subarna renukana,Nayabad,3.0,1.0,1128,5000.0,0.56,Old Property,Unfurnished,246.0,1,4.0
G70896722,flat,Subarna renukana,Nayabad,2.0,1.0,875,5000.0,0.44,Old Property,Unfurnished,246.0,1,4.0
B68871502,flat,Saket nagar,Dunlop,3.0,1.0,1452,4500.0,0.65,Old Property,Unfurnished,246.0,1,6.0
E68871498,flat,Saket nagar,Dunlop,2.0,1.0,1159,4500.0,0.52,Old Property,Unfurnished,246.0,1,6.0
Z64451920,flat,Eden city maheshtala,Maheshtala,3.0,1.0,1377,3268.0,0.45,New Property,Luxury furnished,321.0,7,15.0
U71006206,flat,Kappa white house,Action Area 1,1.0,1.0,506,5200.0,0.26,Old Property,Unfurnished,246.0,1,20.0
L70669704,flat,Baisnabghata,Baishnabghata Bye Lane,2.0,4.0,810,4320.0,0.35,Moderately Old,Luxury furnished,319.0,3,3.0
B69448970,flat,Moana by varada group,Raja Sc Mallick Road,3.0,1.0,1208,6300.0,0.75,Old Property,Fully furnished,44.0,1,3.0
D70275540,flat,Priva,New Town,2.0,1.0,976,6200.0,0.61,Old Property,Unfurnished,246.0,1,7.0
L70848902,flat,Mkbd mck tulip,Madhyamgram,3.0,1.0,720,4951.0,0.36,Old Property,Unfurnished,246.0,1,4.0
Z71214756,flat,Vaanya,New Town,5.0,2.0,3186,13402.0,4.27,Old Property,Unfurnished,246.0,1,35.0
L68318696,flat,Sun nectar,Thakurpukur,2.0,1.0,806,3500.0,0.28,Old Property,Unfurnished,246.0,1,3.0
H68318694,flat,Sun nectar,Thakurpukur,1.0,1.0,578,3500.0,0.2,Old Property,Unfurnished,246.0,1,3.0
T70659734,flat,The banyan tree rosetta,New Town,3.0,1.0,1236,5999.0,0.74,Old Property,Unfurnished,246.0,1,20.0
D70381056,flat,Lake gardens chs,Lake Gardens,2.0,0.0,827,6045.0,0.5,Moderately Old,Unfurnished,6.0,0,5.0
U71315464,flat,Chitrakut mansion,Maniktala,4.0,2.0,1791,6300.0,1.13,Old Property,Unfurnished,246.0,1,4.0
D71385478,flat,Vinayak golden acres,Konnagar,3.0,1.0,825,4400.0,0.36,Old Property,Fully furnished,46.0,3,5.0
C71302956,flat,Silveroak estate,Rajarhat,3.0,1.0,1660,10542.0,1.75,New Property,Semi-furnished,309.0,5,8.0
U70655258,flat,Siddha happyville,Rajarhat,3.0,1.0,1263,6492.0,0.82,Relatively New Property,Fully furnished,482.0,19,19.0
Z69408564,flat,Rishi enclave apartment,Rajarhat,2.0,2.0,977,3735.0,0.36,Moderately Old,Luxury furnished,333.0,6,6.0
Q69355106,flat,Bristy apartment,New Barrakpur,2.0,1.0,785,2929.0,0.23,Moderately Old,Fully furnished,172.0,2,2.0
D71339722,flat,Ashray residency,Picnic Garden,3.0,1.0,946,5285.0,0.5,Moderately Old,Fully furnished,168.0,3,5.0
B70931428,flat,Mani vista,Tollygunge,3.0,1.0,1925,21570.0,2.72,Old Property,Fully furnished,45.0,28,35.0
T68312368,flat,Cc2 realtech nirman,Rajarhat,3.0,2.0,1275,5098.0,0.65,New Property,Luxury furnished,638.0,4,5.0
E70901894,flat,Golf green urban complex,Jadavpur,3.0,2.0,1300,12000.0,1.2,Moderately Old,Luxury furnished,514.0,1,4.0
Z70719776,flat,Mj moti kunj,Tollygunge,3.0,1.0,1020,6862.0,0.7,Moderately Old,Luxury furnished,594.0,2,4.0
I71013018,flat,Panihati pride,Panihati,3.0,1.0,1023,2750.0,0.28,Old Property,Fully furnished,43.0,3,4.0
B71287790,flat,Unique fountain,Howrah,2.0,1.0,792,4419.0,0.35,Relatively New Property,Unfurnished,246.0,1,5.0
P70931218,flat,Greenfield city,Behala,3.0,1.0,1056,4734.0,0.5,Old Property,Unfurnished,246.0,1,12.0
O21816915,flat,Puja apartment kasba,Kasba,2.0,1.0,1058,6143.0,0.65,New Property,Unfurnished,5.0,3,3.0
G70550580,flat,Joyville western heights,Howrah,3.0,4.0,900,8885.0,0.87,Old Property,Fully furnished,313.0,4,20.0
H70130160,flat,Pratham,Nayabad,3.0,1.0,1214,4250.0,0.52,Old Property,Unfurnished,246.0,1,7.0
Y71360732,flat,Shanti niketan complex,Krishnapur,2.0,2.0,920,5434.0,0.5,Moderately Old,Fully furnished,640.0,2,4.0
N70305044,flat,Onex privy,Kalighat,4.0,1.0,2165,15011.0,3.25,Relatively New Property,Luxury furnished,72.0,1,19.0
V68337744,flat,Bengal shelter sisirkunja,Madhyamgram,3.0,2.0,1045,3827.0,0.45,New Property,Fully furnished,160.0,7,7.0
M70971208,flat,Hiland calcutta riverside,Maheshtala,2.0,1.0,712,4474.0,0.2,Relatively New Property,Fully furnished,191.0,3,14.0
Y67841812,flat,Titas apartment,Lake Town,3.0,2.0,1800,4166.0,0.75,Old Property,Semi-furnished,246.0,3,3.0
A69172596,flat,Sahanagar chs,Kalighat,2.0,2.0,600,7291.0,0.35,Old Property,Fully furnished,24.0,1,3.0
G70047072,flat,Aster gardens,Rajarhat,3.0,1.0,1034,4835.0,0.5,Relatively New Property,Semi-furnished,673.0,1,4.0
K70619504,flat,Madhavi manjuri,Behala Chowrasta,3.0,1.0,1085,4302.0,0.37,Old Property,Fully furnished,5.0,3,4.0
X66566644,flat,Gm meena ganga,Krishnapur,3.0,1.0,1208,5250.0,0.63,New Property,Fully furnished,236.0,5,6.0
C71073108,flat,Siddha town,Rajarhat,2.0,1.0,780,4038.0,0.32,New Property,Unfurnished,142.0,3,4.0
X69388384,flat,Sananda apartment,Chinsurah,3.0,1.0,892,3363.0,0.26,Relatively New Property,Luxury furnished,124.0,4,4.0
U69011610,flat,Dhakuria,Daspara,2.0,0.0,550,5818.0,0.32,Moderately Old,Semi-furnished,298.0,2,2.0
L70506488,flat,Eden city maheshtala,Maheshtala,3.0,1.0,1377,2687.0,0.36,New Property,Unfurnished,246.0,8,15.0
N71362224,flat,Signum  windmere,Madhyamgram,3.0,1.0,1295,5791.0,0.75,Old Property,Fully furnished,268.0,5,11.0
Y70906756,flat,Sucasa twins,Rajpur Sonarpur,3.0,1.0,1175,3234.0,0.38,Relatively New Property,Fully furnished,382.0,5,5.0
U70866618,flat,Pramila niwas apartment,Kumrakhali,2.0,1.0,776,3608.0,0.28,New Property,Luxury furnished,150.0,3,3.0
M70132726,flat,Perfect sharanya enclave,Rajarhat,3.0,1.0,1256,4777.0,0.6,Relatively New Property,Unfurnished,246.0,3,4.0
Z69119204,flat,On request,Bypass Road,3.0,1.0,1671,10472.0,1.75,Relatively New Property,Semi-furnished,246.0,8,22.0
L67443574,flat,Sai baba apartment,Diamond Park,3.0,0.0,1429,5500.0,0.55,New Property,Luxury furnished,207.0,1,5.0
H71028594,flat,Merujeen housing complex,Narendrapur,2.0,1.0,960,4479.0,0.43,Moderately Old,Fully furnished,323.0,3,4.0
M69578898,flat,Upohar the condoville,Garia,2.0,1.0,836,6220.0,0.53,Moderately Old,Luxury furnished,246.0,14,19.0
T69282406,flat,Bengal abasan urban sabujayan,Mukundapur,4.0,2.0,1794,5500.0,0.99,Old Property,Unfurnished,246.0,1,4.0
J69282404,flat,Bengal abasan urban sabujayan,Mukundapur,2.0,1.0,1054,6000.0,0.63,Old Property,Unfurnished,246.0,1,4.0
Z69282402,flat,Bengal abasan urban sabujayan,Mukundapur,3.0,1.0,1170,4607.0,0.54,Old Property,Unfurnished,246.0,1,4.0
T70978672,flat,Rajwada altitude,Em Bypass,3.0,1.0,1039,8512.0,0.88,Old Property,Unfurnished,246.0,1,20.0
A69604914,flat,Tara maa apartment,Niranjan Pally,3.0,0.0,1200,3750.0,0.45,New Property,Unfurnished,246.0,3,3.0
V69392774,flat,Merlin woodlands high,Alipore,5.0,0.0,3900,11923.0,4.65,Moderately Old,Luxury furnished,377.0,2,10.0
S69174822,flat,Hiland park,Em Bypass,3.0,1.0,1328,9186.0,1.22,Moderately Old,Luxury furnished,189.0,21,23.0
Y36420659,flat,Diganta,Em Bypass,3.0,1.0,1424,4915.0,0.75,New Property,Fully furnished,134.0,2,4.0
K63516940,flat,Team taurus kabya,Rajarhat,2.0,1.0,825,4242.0,0.39,Old Property,Fully furnished,40.0,3,4.0
C69837056,flat,Unknown,Joka,3.0,0.0,1500,3000.0,0.48,Relatively New Property,Luxury furnished,246.0,4,4.0
G65433694,flat,Kalikapur,Kalikapur,1.0,1.0,800,4375.0,0.38,New Property,Fully furnished,24.0,2,3.0
H70803036,flat,Ps jiva,Chingrighata,3.0,4.0,1116,17204.0,1.92,Old Property,Fully furnished,338.0,11,12.0
L69131566,flat,Multiple rai bahadur bhaban,Behala,2.0,1.0,865,3236.0,0.28,New Property,Fully furnished,246.0,3,3.0
A69751466,flat,Srijoyee,Mukundapur,2.0,1.0,925,4052.0,0.36,New Property,Unfurnished,246.0,1,3.0
N70592352,flat,Uttarayan cooperative housing society,Sinthi More,4.0,2.0,1500,7727.0,0.85,Moderately Old,Fully furnished,521.0,1,3.0
G67791896,flat,Hb block,Sector 3 Salt Lake,4.0,3.0,1750,5714.0,1.0,Moderately Old,Luxury furnished,150.0,1,3.0
W70254796,flat,Shantiniketan apartment,Baguiati,2.0,2.0,587,4088.0,0.24,Moderately Old,Unfurnished,246.0,2,3.0
E69842864,flat,Maya enclave,Konnagar,3.0,2.0,900,4333.0,0.39,Old Property,Fully furnished,52.0,2,5.0
U71361956,flat,Alcove new kolkata sangam,Serampore,3.0,1.0,779,7060.0,0.55,Old Property,Luxury furnished,502.0,16,29.0
W71262018,flat,Dakshini apartment,Naktala,3.0,2.0,1160,5172.0,0.6,Moderately Old,Luxury furnished,23.0,2,4.0
G65892556,flat,Merlin maximus,Sodepur,2.0,1.0,840,7142.0,0.6,Relatively New Property,Semi-furnished,338.0,1,11.0
M71387654,flat,Ps jiva,Chingrighata,4.0,2.0,1490,14765.0,2.2,Old Property,Unfurnished,246.0,1,12.0
B71387530,flat,Ambuja urvisha the condoville,New Town,2.0,1.0,1184,10726.0,1.27,Old Property,Unfurnished,246.0,1,11.0
O71382394,flat,Dtc capital city,Rajarhat,2.0,1.0,910,4615.0,0.42,Old Property,Unfurnished,246.0,1,20.0
J71238658,flat,Sanctuary,Tollygunge,5.0,2.0,2839,17964.0,5.1,Old Property,Unfurnished,246.0,1,29.0
Y71238182,flat,Vaanya,New Town,5.0,2.0,3186,13402.0,4.27,Old Property,Unfurnished,246.0,1,35.0
W68964454,flat,Dtc southern heights,Joka,3.0,2.0,1370,5036.0,0.69,Old Property,Fully furnished,220.0,2,14.0
E67750462,flat,Unknown,Tollygunge,2.0,1.0,800,6000.0,0.48,Relatively New Property,Luxury furnished,246.0,0,3.0
V67842052,flat,Shrachi greenwood nest,Action Area 1,2.0,1.0,1266,7780.0,0.98,New Property,Fully furnished,246.0,2,12.0
C69612064,flat,Laxmi apartment,Barasat,3.0,1.0,1018,3241.0,0.3,New Property,Unfurnished,246.0,4,4.0
P64261014,flat,Orchard godrej se7en,Joka,3.0,1.0,1106,6329.0,0.7,Old Property,Fully furnished,150.0,4,14.0
Z70112446,flat,Gm meena elegent,Rajarhat,3.0,2.0,1379,4713.0,0.65,New Property,Semi-furnished,335.0,5,5.0
C71015088,flat,Raj palace,Nalta,2.0,1.0,950,5263.0,0.5,Relatively New Property,Semi-furnished,410.0,2,5.0
K70697530,flat,Sananda apartments,Shobhabazar,2.0,1.0,1000,7500.0,0.75,Moderately Old,Fully furnished,246.0,1,4.0
I70273300,flat,Landscape 1,Baguiati,3.0,1.0,1100,3818.0,0.42,Moderately Old,Luxury furnished,150.0,4,4.0
C70775190,flat,K.n.c road nayan kanan,Barasat,5.0,1.0,1302,6818.0,0.75,Moderately Old,Fully furnished,512.0,2,2.0
L48911749,flat,Hiland greens,Maheshtala,2.0,1.0,712,4494.0,0.32,Relatively New Property,Fully furnished,349.0,8,14.0
L51701158,flat,Eden city,Budge Budge Road,3.0,1.0,1524,3412.0,0.6,Relatively New Property,Luxury furnished,519.0,12,15.0
F69096432,flat,Sharda garden,Joka,2.0,2.0,970,2886.0,0.28,Moderately Old,Unfurnished,103.0,3,3.0
J71416030,flat,"Srijani abasan, ac banerjee lane",Beliaghata,2.0,1.0,825,8121.0,0.67,Moderately Old,Luxury furnished,154.0,4,4.0
U70197028,flat,Sucasa residency,Rajpur,3.0,1.0,1137,3342.0,0.4,New Property,Luxury furnished,207.0,3,3.0
F70939010,flat,Unknown,Behala,4.0,2.0,1500,4676.0,0.65,Moderately Old,Fully furnished,246.0,1,3.0
S70245652,flat,Mg road,Tollygunge,2.0,1.0,860,5233.0,0.45,Old Property,Fully furnished,226.0,2,4.0
I69910146,flat,Unknown,Kabardanga,2.0,0.0,957,3500.0,0.34,New Property,Fully furnished,246.0,4,4.0
Y68920316,flat,Hiland greens,Maheshtala,2.0,1.0,712,4494.0,0.32,Old Property,Semi-furnished,254.0,14,14.0
E71131262,flat,Anantmani,Kankurgachi,4.0,2.0,2838,9901.0,2.81,Old Property,Unfurnished,246.0,1,31.0
J70275376,flat,Realtech gharoa,Rajarhat,3.0,1.0,1188,7000.0,0.56,New Property,Luxury furnished,226.0,3,4.0
C70390918,flat,Unknown,Kalikapur,3.0,2.0,1054,6166.0,0.55,Moderately Old,Unfurnished,246.0,1,3.0
H57516364,flat,Eden city,Maheshtala,3.0,1.0,1524,2919.0,0.44,Relatively New Property,Fully furnished,115.0,11,15.0
U70131744,flat,Durga plaza,Jyangra,2.0,1.0,754,2984.0,0.22,New Property,Luxury furnished,285.0,3,4.0
S56819442,flat,Naramada apartment,Amarpalli,2.0,1.0,824,4004.0,0.33,Moderately Old,Semi-furnished,86.0,3,4.0
R70639290,flat,Laxmi appartment,Deshpriya Nagar,2.0,1.0,856,5257.0,0.45,Relatively New Property,Fully furnished,92.0,2,5.0
S70675172,flat,Tista apartment,Garia,2.0,0.0,856,3504.0,0.3,Moderately Old,Unfurnished,103.0,0,3.0
Z68837582,flat,Utsav apartment,Garia,3.0,2.0,1210,6300.0,0.63,Moderately Old,Luxury furnished,169.0,1,4.0
M69847444,flat,Swarnabhoomi,Santragachi,5.0,2.0,2520,3115.0,0.78,Old Property,Luxury furnished,39.0,2,6.0
M67447300,flat,Mani villa,Diamond Harbour Road,3.0,1.0,2000,9000.0,1.7,Moderately Old,Luxury furnished,284.0,2,5.0
D70936024,flat,Sivanand apartment,Nayabad,2.0,2.0,975,3076.0,0.3,New Property,Unfurnished,246.0,2,3.0
G69963602,flat,Unique construction,Howrah,4.0,2.0,1562,3841.0,0.6,Relatively New Property,Semi-furnished,103.0,3,5.0
R70970234,flat,Eden flora,Em Bypass,3.0,1.0,1220,5574.0,0.7,Moderately Old,Luxury furnished,418.0,5,5.0
T70794946,flat,North view apartment,Parnasree Palli,2.0,1.0,810,6636.0,0.36,Old Property,Fully furnished,229.0,1,4.0
D68716112,flat,Symphony towers,Behala,3.0,1.0,1440,5902.0,0.85,Relatively New Property,Luxury furnished,373.0,9,10.0
Z51522774,flat,Prudent habitat,Seal Lane,2.0,1.0,990,7777.0,0.85,Relatively New Property,Semi-furnished,376.0,1,7.0
S69254750,flat,Eden pavilion,Fartabad,3.0,1.0,1270,5118.0,0.65,New Property,Fully furnished,227.0,1,4.0
C71285608,flat,Unknown,Hanapara,2.0,1.0,970,5333.0,0.4,Moderately Old,Luxury furnished,246.0,4,5.0
I69824808,flat,Ideal enclave,Bablatala,2.0,1.0,1175,6382.0,0.75,New Property,Luxury furnished,526.0,5,6.0
Y66814040,flat,Unknown,New Alipore,2.0,0.0,660,4545.0,0.3,Relatively New Property,Fully furnished,246.0,0,3.0
D70825290,flat,Mahamaya  apartment,Bidhan Pally,2.0,0.0,730,5333.0,0.32,Moderately Old,Semi-furnished,246.0,0,4.0
H63604426,flat,Shree hari apartment,Sodepur,2.0,1.0,912,3399.0,0.31,Relatively New Property,Semi-furnished,414.0,3,4.0
P70925392,flat,Ps panache,Salt Lake,3.0,1.0,1421,12315.0,1.75,Relatively New Property,Luxury furnished,763.0,19,25.0
C70712242,flat,Manmatha bhavan,Ichapore,2.0,1.0,820,4615.0,0.3,Relatively New Property,Luxury furnished,103.0,3,4.0
R71204896,flat,Joyville western heights,Howrah,2.0,1.0,750,5066.0,0.38,Relatively New Property,Unfurnished,246.0,2,18.0
H71035368,flat,Jupiter airport residency,Birati,3.0,1.0,1398,5722.0,0.8,Relatively New Property,Semi-furnished,289.0,3,4.0
B70950976,flat,Sucasa wood,Narendrapur,3.0,2.0,1328,3012.0,0.4,Relatively New Property,Fully furnished,314.0,1,4.0
T70274384,flat,"Mangalam,barrackpore",Debpukur,2.0,1.0,640,2734.0,0.18,New Property,Luxury furnished,29.0,3,3.0
O70527534,flat,Dronacharya cooperative housing society,Tollygunge,2.0,1.0,812,8866.0,0.72,New Property,Unfurnished,19.0,2,4.0
Z69859102,flat,Maa shitala apartment,Baguiati,3.0,1.0,1070,3925.0,0.43,New Property,Unfurnished,246.0,1,4.0
Q68394884,flat,Aikatan apartments,Airport,2.0,1.0,640,4218.0,0.27,New Property,Fully furnished,283.0,1,4.0
S70068308,flat,Ideal aurum,Kamalgazi,3.0,1.0,1175,5191.0,0.61,Old Property,Unfurnished,173.0,14,15.0
Q49683958,flat,Devneer apartment,Dum Dum,3.0,1.0,950,3789.0,0.36,Moderately Old,Luxury furnished,246.0,1,3.0
K71131272,flat,Unknown,Kasba,2.0,0.0,950,5684.0,0.58,Moderately Old,Luxury furnished,21.0,4,4.0
A66549548,flat,Fortune city,Jessore Road Ganga Nagar,2.0,1.0,883,4530.0,0.36,Moderately Old,Fully furnished,251.0,1,5.0
Q70489178,flat,Siddha town madhyamgram,Madhyamgram,2.0,1.0,935,4278.0,0.38,Relatively New Property,Unfurnished,103.0,4,4.0
C68439932,flat,Unknown,Rajpur,3.0,0.0,1075,3209.0,0.34,Old Property,Luxury furnished,103.0,4,4.0
J71222500,flat,Ma enclave,Jadavpur,2.0,1.0,913,7700.0,0.7,Relatively New Property,Fully furnished,85.0,2,4.0
V69793264,flat,Unknown,Jadavpur,4.0,0.0,1260,2778.0,0.35,Moderately Old,Luxury furnished,246.0,3,3.0
M69183710,flat,Loknath apartment,Barrackpore,2.0,1.0,879,3400.0,0.3,Old Property,Fully furnished,44.0,3,5.0
U69761252,flat,Tirtha bharti apartment,Uttarpara,3.0,2.0,1350,3777.0,0.43,Moderately Old,Luxury furnished,45.0,4,4.0
G70472432,flat,Srijan eternia,Madhyamgram,3.0,1.0,1267,5687.0,0.6,Old Property,Fully furnished,729.0,7,7.0
I71225366,flat,Raycon orchid view,Rajarhat,2.0,1.0,927,3991.0,0.37,Relatively New Property,Luxury furnished,244.0,4,5.0
W69680952,flat,Meena ganga apartment,Kestopur,3.0,1.0,1230,5365.0,0.75,Moderately Old,Luxury furnished,9.0,5,6.0
J70359872,flat,Sundaram apartment,Barat Colony,2.0,1.0,904,4597.0,0.4,Moderately Old,Luxury furnished,287.0,1,4.0
O70503602,flat,The banyan tree garden,City Centre 2,3.0,1.0,1145,8622.0,0.77,Old Property,Fully furnished,100.0,5,5.0
U70862634,flat,Deepthapani residency,Dhakuria,3.0,2.0,1379,5438.0,0.75,Relatively New Property,Fully furnished,246.0,3,3.0
Z69243072,flat,Lake view housing cooperative,Howrah,3.0,2.0,1400,7857.0,0.9,Relatively New Property,Luxury furnished,185.0,11,11.0
A70223520,flat,Godrej prakriti,Sodepur,3.0,2.0,1359,5500.0,0.8,New Property,Luxury furnished,380.0,10,21.0
R69385078,flat,Shibani apartment,Birati,3.0,1.0,1000,3684.0,0.35,Moderately Old,Luxury furnished,103.0,3,4.0
T69626120,flat,Guddi apartments,Sakher Bazar,2.0,1.0,650,3538.0,0.23,Moderately Old,Luxury furnished,103.0,4,5.0
Q70465236,flat,Dpka manorama residency,Rajarhat,3.0,1.0,1220,3020.0,0.37,Old Property,Unfurnished,246.0,1,4.0
N69624834,flat,Exotic mansion,Dum Dum,3.0,1.0,1400,4642.0,0.65,New Property,Unfurnished,246.0,1,5.0
F70459710,flat,Ridhi sidhi apartment rishra,Hooghly,2.0,0.0,973,2712.0,0.22,Moderately Old,Semi-furnished,127.0,4,4.0
K68976568,flat,Narendrapur project,Narendrapur,2.0,0.0,560,3214.0,0.16,Relatively New Property,Fully furnished,246.0,0,4.0
V67655118,flat,Siddha town,Rajarhat,2.0,1.0,780,3935.0,0.31,Old Property,Luxury furnished,370.0,4,4.0
P71052344,flat,Priti nibas,Belgharia,2.0,1.0,970,4062.0,0.26,New Property,Luxury furnished,103.0,1,2.0
