PROP_ID,PROPERTY_TYPE,SOCIETY_NAME,location,BEDROOM_NUM,BALCONY_NUM,AREA,Price_per_sqft,PRICE,AGE,FURNISH,amenity_luxury,FLOOR_NUM,TOTAL_FLOOR
E70458848,flat,Sova apartment,New Town,3.0,2.0,1250,4880.0,0.61,Relatively New Property,Fully furnished,21.0,1,4.0
V70444062,flat,B.d residency,Behala,3.0,1.0,1040,4423.0,0.46,New Property,Luxury furnished,205.0,1,3.0
B70437566,flat,Dream 252,Garia,2.0,1.0,1017,4500.0,0.46,Old Property,Fully furnished,401.0,4,5.0
F70406500,flat,Dream garia 100,Barhans,2.0,1.0,870,5747.0,0.5,Moderately Old,Luxury furnished,381.0,1,3.0
O70396032,flat,On request,Ballygunge Place,3.0,1.0,1973,10998.0,2.17,Relatively New Property,Fully furnished,338.0,10,10.0
W70380106,flat,On request,Jodhpur Park,3.0,2.0,1275,9000.0,1.15,Old Property,Fully furnished,212.0,2,4.0
S70376610,flat,Unknown,Parnashree,2.0,1.0,980,4795.0,0.47,Relatively New Property,Fully furnished,535.0,2,4.0
R70367532,flat,Dream illa,Garia,2.0,1.0,1100,4181.0,0.46,Relatively New Property,Fully furnished,272.0,3,3.0
W70363474,flat,Magnolia oxygen,Rajarhat,2.0,1.0,897,4849.0,0.44,Old Property,Fully furnished,314.0,6,11.0
X70357174,flat,On request new booking,Ballygunge Place,3.0,1.0,1460,9300.0,1.36,Relatively New Property,Fully furnished,400.0,1,3.0
G70354948,flat,On request new booking,Prince Anwar Shah Rd,3.0,1.0,1705,6499.0,1.11,Relatively New Property,Fully furnished,428.0,3,4.0
H70352628,flat,Residential apartment,Bakultala,2.0,1.0,650,2307.0,0.15,Moderately Old,Fully furnished,462.0,2,3.0
A70351992,flat,Residential apartment,Thakurpukur,2.0,1.0,741,3171.0,0.24,New Property,Luxury furnished,535.0,2,4.0
G69299120,flat,Residential appartment,Behala Shakuntala Park,3.0,1.0,1050,2666.0,0.28,Relatively New Property,Fully furnished,535.0,0,4.0
A68312558,flat,Standalone building,Bakultala,3.0,1.0,1100,2363.0,0.26,Relatively New Property,Fully furnished,514.0,0,3.0
W69708252,flat,On request new,Santoshpur,3.0,1.0,1300,6153.0,0.8,Relatively New Property,Fully furnished,380.0,3,3.0
B69548332,flat,On request,Lake Gardens,3.0,1.0,1550,6451.0,1.0,Moderately Old,Luxury furnished,477.0,1,4.0
I69439986,flat,Magnolia oxygen,Rajarhat,2.0,1.0,897,4905.0,0.44,Relatively New Property,Fully furnished,314.0,4,12.0
M68269746,flat,Standalone building,Bakultala,3.0,1.0,1050,3428.0,0.36,Old Property,Fully furnished,638.0,3,4.0
S68270440,flat,Standalone apartment,Behala Shakuntala Park,2.0,1.0,710,3169.0,0.22,Old Property,Fully furnished,370.0,2,3.0
F68245762,flat,Siddhi apartment,Behala Shakuntala Park,2.0,1.0,900,3555.0,0.32,Old Property,Fully furnished,695.0,0,5.0
E71387524,flat,Ambuja udita,"Ambuja Udita, Survey Park,Santoshpur",3.0,2.0,2100,8571.0,1.82,New Property,Luxury furnished,676.0,11,14.0
Z68604978,flat,Greenfield city,Behala,2.0,1.0,774,3617.0,0.28,Relatively New Property,Unfurnished,27.0,1,12.0
D69995382,flat,Greenfield city,Behala,3.0,1.0,1092,4670.0,0.51,Relatively New Property,Unfurnished,111.0,3,12.0
Z71263204,flat,Na,Lake Gardens,2.0,1.0,1086,6445.0,0.7,Old Property,Fully furnished,94.0,2,4.0
U69804666,flat,Star green,Dum Dum Park,2.0,1.0,720,5833.0,0.42,Relatively New Property,Luxury furnished,245.0,2,4.0
D69309526,flat,Greenfield city,Behala,2.0,1.0,774,3488.0,0.27,Relatively New Property,Fully furnished,27.0,1,12.0
S70497722,flat,Shaporji complex action area iii,Action Area 3,1.0,1.0,480,4583.0,0.22,Relatively New Property,Fully furnished,465.0,1,5.0
J71332662,flat,Unknown,Chandannagar,2.0,1.0,900,3600.0,0.32,Old Property,Fully furnished,402.0,3,4.0
G70167410,flat,Lovely,Rash Behari,2.0,2.0,1100,5000.0,0.55,Moderately Old,Fully furnished,104.0,2,5.0
X65797378,flat,Unknown,Rajarhat,2.0,1.0,833,3500.0,0.29,Old Property,Unfurnished,246.0,3,5.0
L70941006,flat,Rudra jyangra battala,Baguiati,2.0,1.0,742,2700.0,0.2,Relatively New Property,Fully furnished,21.0,2,6.0
A70940686,flat,Blue sky jhilbagan,Baguiati,2.0,1.0,821,2557.0,0.21,Relatively New Property,Fully furnished,21.0,4,5.0
W70717312,flat,Hiland woods,Action Area 2,1.0,1.0,500,4600.0,0.23,New Property,Fully furnished,47.0,0,4.0
F63255380,flat,Unimark springfield,Rajarhat,3.0,1.0,1365,4981.0,0.68,Old Property,Fully furnished,63.0,7,10.0
J70622898,flat,Hiland woods,Action Area 2,3.0,1.0,1625,6461.0,1.05,New Property,Fully furnished,338.0,12,14.0
V70154964,flat,On request,Bablatala,3.0,1.0,1108,4541.0,0.5,Relatively New Property,Unfurnished,45.0,2,4.0
O70154504,flat,Sd rittika height,Rajarhat,3.0,1.0,1064,4434.0,0.47,Relatively New Property,Unfurnished,48.0,2,5.0
F70154244,flat,Sd rittika height,Rajarhat,3.0,1.0,1004,3974.0,0.4,Relatively New Property,Unfurnished,21.0,3,5.0
S70153872,flat,Nirman greens,Chinar Park,3.0,1.0,1175,5880.0,0.69,Relatively New Property,Unfurnished,52.0,1,5.0
T70153136,flat,Dream residency manor,Rajarhat,4.0,1.0,2000,5300.0,1.06,Relatively New Property,Unfurnished,86.0,4,6.0
R70152456,flat,Dream residency manor,Rajarhat,3.0,1.0,1365,5274.0,0.72,Relatively New Property,Unfurnished,178.0,4,6.0
G71315184,flat,Rajwada royal gardens,Narendrapur,3.0,1.0,1424,4800.0,0.68,Relatively New Property,Fully furnished,654.0,17,20.0
Y71335162,flat,Rajwada emeralds,Narendrapur,2.0,1.0,955,5026.0,0.48,Relatively New Property,Fully furnished,133.0,2,21.0
U71301082,flat,"Residential apartment,new town",Ballygunge,2.0,1.0,1918,10166.0,1.95,Relatively New Property,Fully furnished,133.0,7,21.0
A71218134,flat,Unitech universal heights,New Town,4.0,4.0,3348,5376.0,1.8,New Property,Fully furnished,533.0,19,26.0
S71164100,flat,Ganguly mahamayatala,Garia,1.0,1.0,450,3777.0,0.17,Old Property,Fully furnished,71.0,1,3.0
Y67900760,flat,The 102,Joka,2.0,1.0,906,5849.0,0.53,Relatively New Property,Fully furnished,70.0,8,15.0
T70993818,flat,Ps one 10,New Town,4.0,2.0,1508,17241.0,2.6,Old Property,Fully furnished,460.0,11,20.0
A64487396,flat,Ps one 10,New Town,3.0,2.0,865,20346.0,1.76,Old Property,Fully furnished,89.0,12,20.0
Z70551046,flat,"Udyan apartment, new booking",Dankuni,2.0,1.0,720,2400.0,0.17,Relatively New Property,Fully furnished,499.0,2,4.0
G70255920,flat,Prantik apartment bansdroni,Bansdroni,2.0,1.0,702,3500.0,0.25,Old Property,Fully furnished,71.0,0,3.0
D69962226,flat,Semi complex,Nayabad,2.0,0.0,626,4057.0,0.25,Old Property,Fully furnished,421.0,2,3.0
S66380296,flat,Mahamayatala house,Garia,3.0,1.0,1075,2900.0,0.31,Relatively New Property,Fully furnished,91.0,3,3.0
J70404096,flat,The vedic village,Rajarhat,2.0,1.0,990,4646.0,0.46,Relatively New Property,Semi-furnished,381.0,4,5.0
G71346940,flat,Unknown,Konnagar,2.0,1.0,810,2350.0,0.19,Old Property,Fully furnished,443.0,1,4.0
W70462122,flat,Siddha eden lakeville,Bt Road,3.0,1.0,1374,6477.0,0.89,Relatively New Property,Unfurnished,91.0,10,24.0
Y71135872,flat,Ideal regency,Behala,3.0,1.0,1475,6779.0,1.0,New Property,Fully furnished,714.0,9,13.0
T71135824,flat,Ps aurus,Em Bypass,4.0,1.0,2822,16832.0,4.75,Relatively New Property,Fully furnished,775.0,8,34.0
L71135770,flat,Shreeram nagar apartment,Teghoria,4.0,1.0,2400,6875.0,1.65,Moderately Old,Luxury furnished,950.0,3,6.0
T71074262,flat,Siddha sky,Em Bypass,4.0,1.0,3415,12035.0,4.11,Old Property,Fully furnished,835.0,20,31.0
V71366774,flat,On request,Action Area 1,3.0,1.0,1226,5500.0,0.67,Relatively New Property,Fully furnished,68.0,3,4.0
N71366880,flat,On request,Action Area 1,2.0,1.0,1076,5576.0,0.6,Relatively New Property,Fully furnished,68.0,3,4.0
L71363090,flat,On request,Kestopur,2.0,2.0,674,3805.0,0.26,Relatively New Property,Fully furnished,26.0,2,4.0
O71362782,flat,On request,Kestopur,2.0,1.0,670,3955.0,0.26,Relatively New Property,Fully furnished,26.0,3,4.0
S71363922,flat,Appartment,Kestopur,2.0,0.0,860,2906.0,0.25,Moderately Old,Fully furnished,21.0,3,4.0
C71295446,flat,Swan court,New Town,3.0,1.0,1670,8383.0,1.4,Relatively New Property,Unfurnished,47.0,7,12.0
V68893510,flat,Unknown,Action Area 1,3.0,1.0,1450,5862.0,0.85,Relatively New Property,Fully furnished,246.0,1,4.0
R68893950,flat,Unknown,Action Area 2,3.0,1.0,1250,5200.0,0.65,Relatively New Property,Fully furnished,103.0,3,4.0
U69405942,flat,Magnolia sky view,Omarhati,3.0,1.0,1300,4000.0,0.52,Relatively New Property,Fully furnished,107.0,5,11.0
Z69406028,flat,Magnolia sky view,Omarhati,3.0,1.0,1250,3920.0,0.49,Relatively New Property,Fully furnished,47.0,4,11.0
Q69612468,flat,Newtown action area 1,New Town Biswa Bangla Gate,3.0,1.0,1150,6782.0,0.78,Relatively New Property,Fully furnished,246.0,2,4.0
B69612496,flat,Newtown action area 1,New Town,3.0,1.0,1400,5642.0,0.79,Relatively New Property,Fully furnished,246.0,3,4.0
M71272874,flat,Apartment,Kestopur,2.0,1.0,678,3982.0,0.27,Old Property,Fully furnished,45.0,2,4.0
Y70628334,flat,On request,Action Area 1,3.0,1.0,1350,5037.0,0.68,Relatively New Property,Fully furnished,246.0,3,4.0
N70628550,flat,On request,Action Area 1,3.0,1.0,1350,5555.0,0.75,Relatively New Property,Fully furnished,246.0,3,4.0
H71073646,flat,Unknown,Action Area 2,3.0,1.0,1300,6000.0,0.78,Relatively New Property,Unfurnished,246.0,2,4.0
O70628486,flat,On request,Action Area 1,3.0,1.0,1350,5555.0,0.75,Relatively New Property,Fully furnished,246.0,2,4.0
P70628418,flat,On request,Action Area 1,3.0,1.0,1350,5037.0,0.68,Relatively New Property,Fully furnished,246.0,2,4.0
H70628780,flat,On request,Action Area 1,3.0,1.0,1600,5000.0,0.8,Relatively New Property,Fully furnished,246.0,3,4.0
L70628728,flat,On request,Action Area 1,3.0,1.0,1600,5000.0,0.8,Relatively New Property,Fully furnished,246.0,2,4.0
Z70628670,flat,On request,Action Area 1,3.0,1.0,1600,5375.0,0.86,Relatively New Property,Fully furnished,246.0,2,4.0
W70374474,flat,On request,New Town,3.0,1.0,1250,4800.0,0.6,Relatively New Property,Fully furnished,246.0,3,5.0
D70414498,flat,Siddha galaxia,Rajarhat,3.0,1.0,1385,5631.0,0.78,Relatively New Property,Unfurnished,47.0,2,13.0
D70374514,flat,On request,New Town,2.0,1.0,800,5875.0,0.47,Relatively New Property,Fully furnished,246.0,2,5.0
H70374426,flat,On request,New Town,3.0,1.0,1300,5000.0,0.65,Relatively New Property,Fully furnished,246.0,3,5.0
D70373826,flat,Bengal shelter akankha,New Town,3.0,3.0,1500,6000.0,0.9,New Property,Fully furnished,363.0,6,23.0
N70331470,flat,Bengal dcl malancha,New Town,2.0,1.0,860,5232.0,0.45,New Property,Unfurnished,75.0,4,16.0
Y70331430,flat,Bengal shelter akankha,New Town,3.0,3.0,1279,6254.0,0.8,New Property,Unfurnished,75.0,6,23.0
N71241538,flat,Zen,Topsia,3.0,1.0,2234,10966.0,2.45,New Property,Fully furnished,27.0,8,21.0
I61965362,flat,Suryalok apartments,Mandevilla Garden,2.0,1.0,1116,12544.0,1.4,Moderately Old,Semi-furnished,334.0,3,5.0
N71417522,flat,Sucasa valley,Narendrapur,2.0,1.0,849,3400.0,0.29,Old Property,Fully furnished,705.0,4,8.0
N71417406,flat,Sucasa valley,Narendrapur,3.0,1.0,1042,3400.0,0.35,Old Property,Fully furnished,705.0,7,8.0
E71417218,flat,Sucasa valley,Narendrapur,2.0,1.0,910,3400.0,0.31,Old Property,Fully furnished,670.0,6,8.0
X71416426,flat,The avalone heights,Mahamayatala,3.0,1.0,1318,6100.0,0.8,Old Property,Fully furnished,702.0,7,11.0
W71414304,flat,Unicorn,Garia,2.0,1.0,865,5500.0,0.48,Old Property,Fully furnished,702.0,5,7.0
B71410668,flat,Dakshinee,Garia,2.0,1.0,1050,4850.0,0.51,Old Property,Fully furnished,702.0,3,4.0
M71410430,flat,Dakshinee,Kamalgachi,3.0,1.0,1205,4850.0,0.58,Old Property,Fully furnished,702.0,2,4.0
K71410108,flat,Dakhshinee,Kamalgachi,3.0,1.0,1150,4850.0,0.56,Old Property,Fully furnished,704.0,3,4.0
V68705544,flat,Not applicable,Shyam Bazaar,2.0,1.0,840,6000.0,0.5,Old Property,Fully furnished,515.0,3,4.0
L68700854,flat,Monalisa,Camac Street,3.0,0.0,1450,11724.0,1.7,Moderately Old,Fully furnished,663.0,4,10.0
D59344528,flat,Not applicable,Manoharpukur,3.0,1.0,1650,10909.0,1.8,Relatively New Property,Luxury furnished,374.0,1,3.0
B45770991,flat,Rajwada heights,Narendrapur,3.0,1.0,1515,4620.0,0.66,Relatively New Property,Fully furnished,239.0,3,11.0
T60338954,flat,Not applicable,Lake Gardens,3.0,1.0,1150,7391.0,0.85,Moderately Old,Semi-furnished,263.0,2,4.0
N57953992,flat,Unknown,Manoharpukur,3.0,1.0,1540,9740.0,1.5,Old Property,Fully furnished,308.0,1,5.0
L68245532,flat,Not applicable,Bosepukur,2.0,0.0,860,5813.0,0.5,Moderately Old,Luxury furnished,185.0,1,3.0
J59622584,flat,Pacheria kusumba greens,Sonarpur,3.0,1.0,1120,4813.0,0.34,Relatively New Property,Fully furnished,212.0,2,4.0
N66507000,flat,Not applicable,Lake Gardens,3.0,2.0,1526,9829.0,1.5,Old Property,Fully furnished,266.0,1,4.0
U66507170,flat,Not applicable,Mayfair Road,3.0,1.0,950,7894.0,0.75,Moderately Old,Fully furnished,338.0,1,10.0
Z66465166,flat,Madhuri apartment,Ballygunge,3.0,2.0,1250,9360.0,1.17,Moderately Old,Fully furnished,314.0,1,4.0
E66464970,flat,Ratnabali apartment,Alipore,3.0,2.0,1625,11692.0,1.9,Moderately Old,Fully furnished,332.0,9,9.0
G62721298,flat,Monalisa,Camac Street,2.0,0.0,1450,11724.0,1.7,Moderately Old,Fully furnished,303.0,3,12.0
R60157964,flat,Not avaiable,Hazra,3.0,1.0,2100,11190.0,2.35,Moderately Old,Semi-furnished,441.0,7,10.0
R49588569,flat,Naba kailash,Ballygunge Circular Road,3.0,2.0,1824,12335.0,2.25,Moderately Old,Fully furnished,222.0,4,12.0
I57400546,flat,Roy villa,Bhawanipore,2.0,2.0,1350,9629.0,1.3,New Property,Luxury furnished,299.0,3,4.0
I56666512,flat,Not applicable,Ballygunge Circular Road,4.0,1.0,2350,15957.0,3.75,Moderately Old,Fully furnished,348.0,2,4.0
D62603834,flat,Not applicable,Metropolitan,3.0,1.0,1500,6933.0,1.04,Old Property,Fully furnished,289.0,3,4.0
N55762834,flat,Royal gardens,Sunny Park,4.0,1.0,3450,16521.0,5.7,Moderately Old,Fully furnished,386.0,1,5.0
E56793792,flat,On request,Sarat Bose Road,3.0,2.0,1861,15045.0,2.8,Moderately Old,Semi-furnished,411.0,4,5.0
J62987700,flat,Hindusthan park,Hindustan Park,2.0,2.0,1000,9000.0,0.9,Moderately Old,Luxury furnished,210.0,2,3.0
G62987984,flat,Golf club road,Golf Club Road,2.0,1.0,1500,6666.0,1.0,Moderately Old,Luxury furnished,391.0,1,4.0
C55763658,flat,Ashoka apartments,Southern Avenue,2.0,1.0,3000,18333.0,5.5,Moderately Old,Semi-furnished,500.0,11,14.0
E62745476,flat,Shree krishna garden,Golf Club Road,2.0,1.0,1518,6587.0,1.0,Moderately Old,Fully furnished,391.0,1,4.0
P61137010,flat,Sugam prakriti,Garia,2.0,1.0,848,3771.0,0.32,Old Property,Fully furnished,338.0,4,7.0
T38978497,flat,Not applicable,Naktala,3.0,1.0,1450,6551.0,0.95,New Property,Fully furnished,44.0,3,3.0
R64299208,flat,Not applicable,Tollygunge,3.0,2.0,1376,6904.0,0.95,Moderately Old,Luxury furnished,291.0,4,4.0
V55762188,flat,Multicon sapphire court,Golf Club Road,2.0,1.0,1000,7500.0,0.75,Moderately Old,Fully furnished,380.0,1,4.0
P64404860,flat,Ballygunge apartments,Ballygunge Circular Road,2.0,0.0,850,9411.0,0.8,Moderately Old,Fully furnished,308.0,8,11.0
E66385230,flat,On request,Haridevpur,2.0,1.0,680,4411.0,0.3,Moderately Old,Fully furnished,316.0,3,3.0
N57585942,flat,Pacheria kusumba greens,Sonarpur,2.0,1.0,955,5014.0,0.3,Relatively New Property,Fully furnished,339.0,4,4.0
Q71313476,flat,The avalone heights,Hindustan More,2.0,1.0,985,6100.0,0.6,Old Property,Fully furnished,752.0,9,11.0
C71313162,flat,The avalone heights,Hindustan More,3.0,1.0,1195,6100.0,0.73,Old Property,Fully furnished,740.0,5,11.0
J71312432,flat,Southern woods,Mahamayatala,3.0,1.0,1169,6500.0,0.76,Old Property,Fully furnished,686.0,8,11.0
H71311722,flat,Sucasa valley,Narendrapur,2.0,1.0,910,3400.0,0.31,Old Property,Fully furnished,675.0,6,8.0
K71311332,flat,Sucasa valley,Narendrapur,2.0,1.0,849,3400.0,0.29,Old Property,Fully furnished,673.0,5,8.0
Y71310880,flat,Unicorn,Mahamayatala,3.0,1.0,1175,5500.0,0.65,Old Property,Fully furnished,753.0,5,7.0
S71251978,flat,Dakshinee,Kamalgazi,3.0,1.0,1140,4850.0,0.55,Old Property,Fully furnished,679.0,2,4.0
Q71235770,flat,Devloke sonar city,Em Bypass,3.0,1.0,1075,4600.0,0.49,Old Property,Fully furnished,775.0,6,11.0
V45233197,flat,Not applicable,Kamalgazi,2.0,1.0,719,3800.0,0.27,Relatively New Property,Fully furnished,68.0,1,3.0
N63589652,flat,Samskara,Ballygunge Place,4.0,2.0,2800,14200.0,3.98,Relatively New Property,Fully furnished,338.0,6,12.0
R61935448,flat,Not applicable,Golf Garden,2.0,1.0,854,6440.0,0.55,Moderately Old,Luxury furnished,188.0,3,4.0
C68499610,flat,Tolly apartments,Tollygunge,3.0,2.0,1772,8465.0,1.5,Moderately Old,Fully furnished,786.0,4,4.0
K68339638,flat,On request new,Lake Gardens,3.0,2.0,1526,9829.0,1.5,Relatively New Property,Fully furnished,509.0,1,4.0
I68472246,flat,Mayfair tower,Ballygunge,3.0,1.0,1350,11481.0,1.55,Moderately Old,Fully furnished,595.0,1,5.0
Q68408320,flat,Siddarth building,Alipore,4.0,1.0,2525,9900.0,2.5,Moderately Old,Fully furnished,702.0,9,11.0
S68338236,flat,Ratnabali apartment,Alipore,3.0,2.0,1625,11692.0,1.9,Moderately Old,Fully furnished,823.0,9,9.0
H70969584,flat,Mayala,Ballygunge Circular Road,3.0,1.0,1658,15078.0,2.5,Moderately Old,Luxury furnished,671.0,2,4.0
D70969406,flat,Not applicable,P Majumder Road,2.0,0.0,840,6547.0,0.55,Moderately Old,Fully furnished,536.0,1,3.0
T63835652,flat,Southcity complex,Prince Anwar Shah Road Connector,3.0,1.0,1953,11264.0,2.2,Moderately Old,Fully furnished,789.0,1,10.0
M42918503,flat,Not applicable,Gariahat,3.0,0.0,1050,9048.0,0.95,Moderately Old,Luxury furnished,69.0,0,4.0
M55933122,flat,Rajrani,Kasba,3.0,2.0,2380,5882.0,1.3,New Property,Luxury furnished,211.0,3,3.0
Z59164898,flat,Subham apartment alipore,Alipore,4.0,2.0,3085,8103.0,2.5,Moderately Old,Luxury furnished,411.0,5,5.0
B68700940,flat,Vaishnavi residency,Panditiya Road,3.0,0.0,1240,8870.0,1.1,Moderately Old,Fully furnished,386.0,4,4.0
U68700674,flat,Saptaparni apartment,Ballygunge Circular Road,2.0,2.0,1150,10434.0,1.2,Moderately Old,Fully furnished,764.0,8,14.0
M69330016,flat,Sunrise complex,Action Area 2,2.0,1.0,1008,4345.0,0.44,Old Property,Fully furnished,548.0,2,4.0
H69312178,flat,Not applicable,Rash Behari,2.0,1.0,1100,8636.0,0.95,New Property,Fully furnished,631.0,2,3.0
A68294168,flat,Suryalok apartments,Mandevilla Garden,2.0,1.0,1176,11904.0,1.4,Moderately Old,Luxury furnished,897.0,3,5.0
Z68499484,flat,Karnani chs,Ballygunge,3.0,1.0,1552,12242.0,1.65,Moderately Old,Fully furnished,737.0,3,11.0
N68472392,flat,Nirala,Bhawanipore,2.0,1.0,1100,11363.0,1.25,Moderately Old,Semi-furnished,788.0,5,5.0
C68471844,flat,Rungta sukalp,Sarat Bose Road,3.0,1.0,1861,13433.0,2.5,Moderately Old,Semi-furnished,770.0,4,5.0
O68408598,flat,Mayer anchal,Southern Avenue,3.0,1.0,1500,14000.0,2.1,Old Property,Fully furnished,593.0,2,5.0
H63957088,flat,Not applicable,Southern Avenue,4.0,1.0,2800,21428.0,6.0,Moderately Old,Luxury furnished,332.0,5,11.0
T68407706,flat,Not applicable,Lansdown,3.0,0.0,2550,10588.0,2.7,Old Property,Fully furnished,608.0,2,5.0
C68406872,flat,Ishaan,Jodhpur Park,3.0,1.0,2320,9051.0,2.1,Moderately Old,Luxury furnished,630.0,3,4.0
G68339744,flat,Prasad rare earth,Narkeldanga,4.0,3.0,2678,11202.0,3.05,Old Property,Fully furnished,197.0,17,35.0
D68339528,flat,Godhuli apartment,Ballygunge,3.0,0.0,1400,10000.0,1.4,Moderately Old,Fully furnished,722.0,3,5.0
M68339388,flat,Not applicable,Bhawanipore,3.0,1.0,1500,16666.0,2.5,Moderately Old,Semi-furnished,710.0,3,4.0
J68318840,flat,Not applicable,Southern Avenue,3.0,1.0,1700,9411.0,1.6,Moderately Old,Semi-furnished,734.0,1,4.0
C37608803,flat,Not applicable,Gariahat,1.0,1.0,900,8889.0,0.8,Moderately Old,Luxury furnished,44.0,4,5.0
T61935176,flat,On request,Naktala,2.0,1.0,750,4933.0,0.37,Moderately Old,Fully furnished,231.0,1,3.0
C57586122,flat,Pacheria kusumba greens,Sonarpur,3.0,1.0,1120,3067.0,0.34,Old Property,Fully furnished,377.0,4,4.0
S47368769,flat,Unknown,Narendrapur,2.0,1.0,715,3000.0,0.25,Old Property,Fully furnished,143.0,4,4.0
R65802556,flat,Prasad rare earth,Narkeldanga,4.0,2.0,2800,10714.0,3.0,Relatively New Property,Fully furnished,338.0,17,35.0
X65801138,flat,Not applicable,Metropolitan,3.0,1.0,1500,6500.0,0.98,Old Property,Fully furnished,63.0,3,4.0
Y60157610,flat,Omvatika,Jodhpur Park,3.0,2.0,2700,10740.0,2.9,Moderately Old,Fully furnished,391.0,4,4.0
Q66506718,flat,Goduli apartment,Garcha,3.0,0.0,1400,10000.0,1.4,Moderately Old,Fully furnished,308.0,3,5.0
S60731712,flat,Windsor heights,Em Bypass,3.0,1.0,1293,6341.0,0.82,Relatively New Property,Fully furnished,415.0,7,11.0
I69644164,flat,Not applicable,Ballygunge,2.0,1.0,980,9000.0,0.88,Old Property,Fully furnished,497.0,2,3.0
O69432142,flat,Asha apartment,Tollygunge,2.0,1.0,1300,9230.0,1.2,Moderately Old,Luxury furnished,761.0,0,14.0
C56883202,flat,Not applicable,Jodhpur Park,2.0,1.0,968,10330.0,1.0,New Property,Luxury furnished,374.0,2,4.0
L62140720,flat,Siddarth building,Alipore,4.0,1.0,2525,10693.0,2.7,Moderately Old,Fully furnished,338.0,9,11.0
I66589216,flat,Not applicable,Jadavpur,3.0,1.0,1820,8351.0,1.52,Relatively New Property,Fully furnished,271.0,2,3.0
U69846634,flat,Sunrise complex,Action Area 2C,2.0,1.0,1065,4976.0,0.53,Old Property,Fully furnished,641.0,3,4.0
G70880320,flat,"Elite square, bandel",Bandel,2.0,1.0,920,2990.0,0.28,Old Property,Fully furnished,270.0,2,6.0
D70645154,flat,Dakhini,Kamalgazi,3.0,1.0,1165,4850.0,0.56,Old Property,Fully furnished,824.0,3,4.0
X70629870,flat,G. s greenfeild,Naktala,2.0,1.0,984,6800.0,0.67,Old Property,Fully furnished,690.0,2,4.0
F70629300,flat,G s greenfeild,Naktala,3.0,1.0,1366,6800.0,0.93,Old Property,Fully furnished,699.0,2,4.0
U70574676,flat,Durgabati,New Alipore,2.0,2.0,1000,8000.0,0.8,Relatively New Property,Fully furnished,699.0,1,4.0
G70558410,flat,Devaloke sonar city,Garia,3.0,1.0,1079,4600.0,0.5,Old Property,Fully furnished,684.0,11,11.0
U70558198,flat,Devaloke sonar city,Garia,2.0,1.0,950,4600.0,0.44,Old Property,Fully furnished,769.0,6,11.0
R70554106,flat,Southwinds,Garia,3.0,1.0,1240,5483.0,0.68,Old Property,Fully furnished,674.0,7,15.0
V70548706,flat,Unicorn,Garia,2.0,1.0,865,5500.0,0.48,Old Property,Fully furnished,656.0,4,7.0
H70514808,flat,Primarc southwinds,Em Bypass,4.0,2.0,1539,5198.0,0.8,Old Property,Fully furnished,417.0,6,15.0
J68936754,flat,Not applicable,Lake Gardens,3.0,1.0,1175,7319.0,0.86,Old Property,Fully furnished,514.0,2,3.0
D70376140,flat,Water front,Southern Avenue,5.0,2.0,3300,18181.0,6.0,Moderately Old,Luxury furnished,638.0,5,7.0
X70375628,flat,Not applicable,Ballygunge Circular Road,3.0,1.0,2850,12807.0,3.65,Moderately Old,Fully furnished,695.0,7,11.0
E70375446,flat,Not applicable,Ballygunge,3.0,1.0,2354,19541.0,4.6,Old Property,Fully furnished,35.0,3,12.0
S71425058,flat,Shapoorji palanji,New Town,1.0,1.0,450,4888.0,0.22,New Property,Fully furnished,94.0,2,4.0
X71425814,flat,Shapoorji palanji,New Town,2.0,1.0,650,4769.0,0.31,New Property,Fully furnished,242.0,4,14.0
S71425758,flat,Shapoorji palanji,New Town,2.0,1.0,650,5000.0,0.32,New Property,Fully furnished,242.0,7,14.0
H71426114,flat,Shapoorji palanji,New Town,3.0,1.0,910,6153.0,0.56,Relatively New Property,Fully furnished,242.0,2,14.0
F71425304,flat,Shapoorji palanji,New Town,3.0,1.0,905,6077.0,0.55,Relatively New Property,Fully furnished,242.0,12,14.0
R71425666,flat,Shapoorji palanji,New Town,3.0,1.0,909,5720.0,0.52,Relatively New Property,Fully furnished,242.0,12,14.0
L71259978,flat,Goldwin ganpati umang,Madhyamgram,3.0,1.0,1115,4932.0,0.55,Old Property,Semi-furnished,267.0,2,5.0
L71088322,flat,The soul,Rajarhat,3.0,1.0,1350,8296.0,1.12,Relatively New Property,Fully furnished,400.0,10,16.0
H71087686,flat,The soul,Rajarhat,3.0,1.0,1015,10541.0,1.07,Old Property,Unfurnished,120.0,3,3.0
D71052806,flat,The soul,Rajarhat,2.0,1.0,725,11172.0,0.81,Old Property,Fully furnished,122.0,10,16.0
G71052216,flat,The soul,Rajarhat,2.0,1.0,950,8631.0,0.82,Relatively New Property,Fully furnished,122.0,8,16.0
Y70703366,flat,Bengal shapoorji shukhobristhi,New Town,2.0,1.0,480,6895.0,0.33,Relatively New Property,Fully furnished,155.0,9,14.0
F70704928,flat,Bengal shapoorji shukhobristhi,New Town,3.0,1.0,910,6043.0,0.55,Relatively New Property,Fully furnished,294.0,9,14.0
D70504858,flat,Sukhobristi shapoorji,Action Area 3,2.0,1.0,480,7083.0,0.34,Relatively New Property,Unfurnished,155.0,7,14.0
